ticker,name,weight,country,sector
NYT,NEW YORK TIMES CLASS A,0.001459417,US,Telecommunication Services
MNDT,MANDIANT INC,0.001455612,US,Information Technology
ASH,ASHLAND INC,0.001453408,US,Materials
TMX,TERMINIX GLOBAL HOLDINGS INC,0.001451262,US,Consumer Discretionary
VVV,VALVOLINE INC,0.001449751,US,Materials
VLY,VALLEY NATIONAL,0.001442384,US,Financials
AMG,AFFILIATED MANAGERS GROUP INC,0.001441316,US,Financials
CHRD,CHORD ENERGY CORP,0.001440247,US,Energy
ASGN,ASGN INC,0.001440109,US,Industrials
WTFC,WINTRUST FINANCIAL CORP,0.001434569,US,Financials
EXPO,EXPONENT INC,0.001432149,US,Industrials
CRSP,CRISPR THERAPEUTICS AG,0.001431928,CH,Health Care
HXL,HEXCEL CORP,0.001430026,US,Industrials
ONB,OLD NATIONAL BANCORP,0.001425719,US,Financials
EXP,EAGLE MATERIALS INC,0.001421718,US,Materials
SWX,SOUTHWEST GAS HOLDINGS INC,0.001419464,US,Utilities
CMC,COMMERCIAL METALS,0.001410341,US,Materials
S,SENTINELONE INC CLASS A,0.001408341,US,Information Technology
GMED,GLOBUS MEDICAL INC CLASS A,0.00140829,US,Health Care
PRI,PRIMERICA INC,0.00140745,US,Financials
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,0.00140471,US,Industrials
SLAB,SILICON LABORATORIES INC,0.001402687,US,Information Technology
HQY,HEALTHEQUITY INC,0.001391943,US,Health Care
TPX,TEMPUR SEALY INTERNATIONAL INC,0.001384708,US,Consumer Discretionary
THO,THOR INDUSTRIES INC,0.001384198,US,Consumer Discretionary
CADE,CADENCE BANK,0.001381785,US,Financials
BXMT,BLACKSTONE MORTGAGE TRUST REIT CLA,0.001380545,US,Financials
QLYS,QUALYS INC,0.001379011,US,Information Technology
RHP,RYMAN HOSPITALITY PROPERTIES REIT,0.001377571,US,Real Estate
DLB,DOLBY LABORATORIES INC CLASS A,0.001372294,US,Information Technology
CR,CRANE HOLDINGS,0.001359893,US,Industrials
BKH,BLACK HILLS CORP,0.001357215,US,Utilities
NYCB,NEW YORK COMMUNITY BANCORP INC,0.00135626,US,Financials
ROG,ROGERS CORP,0.001340297,US,Information Technology
CRUS,CIRRUS LOGIC INC,0.001337125,US,Information Technology
LHCG,LHC GROUP INC,0.001336874,US,Health Care
ARWR,ARROWHEAD PHARMACEUTICALS INC,0.001333934,US,Health Care
LPX,LOUISIANA PACIFIC CORP,0.001333729,US,Materials
SIGI,SELECTIVE INSURANCE GROUP INC,0.001333201,US,Financials
TOST,TOAST INC CLASS A,0.001333118,US,Information Technology
GXO,GXO LOGISTICS INC,0.001332116,US,Industrials
MUR,MURPHY OIL CORP,0.00132442,US,Energy
BWXT,BWX TECHNOLOGIES INC,0.001320388,US,Industrials
TRNO,TERRENO REALTY REIT CORP,0.001318846,US,Real Estate
LTHM,LIVENT CORP,0.00131618,US,Materials
IRT,INDEPENDENCE REALTY INC TRUST,0.001313402,US,Real Estate
POR,PORTLAND GENERAL ELECTRIC,0.001311516,US,Utilities
OZK,BANK OZK,0.001310314,US,Financials
NTRA,NATERA INC,0.00130935,US,Health Care
SM,SM ENERGY,0.0013063,US,Energy
OMCL,OMNICELL INC,0.001305593,US,Health Care
THG,HANOVER INSURANCE GROUP INC,0.001297331,US,Financials
MEDP,MEDPACE HOLDINGS INC,0.001294723,US,Health Care
H,HYATT HOTELS CORP CLASS A,0.00129267,US,Consumer Discretionary
CROX,CROCS INC,0.001292592,US,Consumer Discretionary
KRG,KITE REALTY GROUP TRUST REIT,0.001291754,US,Real Estate
STAA,STAAR SURGICAL,0.001291649,US,Health Care
AQUA,EVOQUA WATER TECHNOLOGIES CORP,0.001289879,US,Industrials
MSA,MSA SAFETY INC,0.001287937,US,Industrials
TGNA,TEGNA INC,0.001281541,US,Telecommunication Services
HOMB,HOME BANCSHARES INC,0.00128144,US,Financials
OPCH,OPTION CARE HEALTH INC,0.001279176,US,Health Care
SMAR,SMARTSHEET INC CLASS A,0.001277385,US,Information Technology
RITM,RITHM CAPITAL CORP,0.001276283,US,Financials
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,0.001275871,US,Utilities
SPSC,SPS COMMERCE INC,0.001275313,US,Information Technology
NSA,NATIONAL STORAGE AFFILIATES TRUST,0.001273126,US,Real Estate
PVH,PVH CORP,0.00127067,US,Consumer Discretionary
MTG,MGIC INVESTMENT CORP,0.001264373,US,Financials
ESNT,ESSENT GROUP LTD,0.001263119,BM,Financials
POWI,POWER INTEGRATIONS INC,0.00125922,US,Information Technology
AMN,AMN HEALTHCARE INC,0.001253776,US,Health Care
FOXF,FOX FACTORY HOLDING CORP,0.001249846,US,Consumer Discretionary
MTZ,MASTEC INC,0.001248424,US,Industrials
AN,AUTONATION INC,0.001248373,US,Consumer Discretionary
SWCH,SWITCH INC CLASS A,0.001246221,US,Information Technology
RLI,RLI CORP,0.001245392,US,Financials
RL,RALPH LAUREN CORP CLASS A,0.001238961,US,Consumer Discretionary
BYD,BOYD GAMING CORP,0.001238031,US,Consumer Discretionary
ITCI,INTRA CELLULAR THERAPIES INC,0.001237874,US,Health Care
ENSG,ENSIGN GROUP INC,0.00123699,US,Health Care
UNVR,UNIVAR SOLUTIONS INC,0.001236397,US,Industrials
AZTA,AZENTA INC,0.001233509,US,Health Care
TKR,TIMKEN,0.001231565,US,Industrials
NCR,NCR CORP,0.001228891,US,Information Technology
SSD,SIMPSON MANUFACTURING INC,0.00122609,US,Industrials
IRTC,IRHYTHM TECHNOLOGIES INC,0.001219361,US,Health Care
CUZ,COUSINS PROPERTIES REIT INC,0.001218163,US,Real Estate
SFBS,SERVISFIRST BANCSHARES INC,0.001211621,US,Financials
CIVI,CIVITAS RESOURCES INC,0.001208563,US,Energy
FLS,FLOWSERVE CORP,0.001207284,US,Industrials
NJR,NEW JERSEY RESOURCES CORP,0.001203322,US,Utilities
CHWY,CHEWY INC CLASS A,0.001201183,US,Consumer Discretionary
AVNT,AVIENT CORP,0.001200184,US,Materials
NTLA,INTELLIA THERAPEUTICS INC,0.001199466,US,Health Care
HWC,HANCOCK WHITNEY CORP,0.00119828,US,Financials
KSS,KOHLS CORP,0.00119629,US,Consumer Discretionary
OGS,ONE GAS INC,0.001193848,US,Utilities
JHG,JANUS HENDERSON GROUP PLC,0.001192178,GB,Financials
ESI,ELEMENT SOLUTIONS INC,0.001191048,US,Materials
PINC,PREMIER INC CLASS A,0.001184678,US,Health Care
AIT,APPLIED INDUSTRIAL TECHNOLOGIES IN,0.001184303,US,Industrials
BOX,BOX INC CLASS A,0.001180565,US,Information Technology
QDEL,QUIDELORTHO CORP,0.001177839,US,Health Care
LAZ,LAZARD LTD CLASS A,0.00117454,BM,Financials
OWL,BLUE OWL CAPITAL INC CLASS A,0.001173857,US,Financials
AWI,ARMSTRONG WORLD INDUSTRIES INC,0.001173847,US,Industrials
CBT,CABOT CORP,0.001168963,US,Materials
ABG,ASBURY AUTOMOTIVE GROUP INC,0.00116557,US,Consumer Discretionary
CWST,CASELLA WASTE SYSTEMS INC CLASS A,0.001165188,US,Industrials
BCPC,BALCHEM CORP,0.001164781,US,Materials
HLI,HOULIHAN LOKEY INC CLASS A,0.001162912,US,Financials
GT,GOODYEAR TIRE & RUBBER,0.001159223,US,Consumer Discretionary
AVT,AVNET INC,0.001158292,US,Information Technology
CYTK,CYTOKINETICS INC,0.00115626,US,Health Care
CHX,CHAMPIONX CORP,0.00115556,US,Energy
BE,BLOOM ENERGY CLASS A CORP,0.001155103,US,Industrials
FNB,FNB CORP,0.001154139,US,Financials
SLM,SLM CORP,0.00115154,US,Financials
SNX,TD SYNNEX CORP,0.001148196,US,Information Technology
ALKS,ALKERMES,0.001145045,IE,Health Care
ORA,ORMAT TECH INC,0.001140035,US,Utilities
HP,HELMERICH & PAYNE INC,0.001138792,US,Energy
R,RYDER SYSTEM INC,0.001137752,US,Industrials
OMF,ONEMAIN HOLDINGS INC,0.001135684,US,Financials
AL,AIR LEASE CORP CLASS A,0.001135675,US,Industrials
MRTX,MIRATI THERAPEUTICS INC,0.001133248,US,Health Care
EVR,EVERCORE INC CLASS A,0.001131695,US,Financials
UMBF,UMB FINANCIAL CORP,0.001129091,US,Financials
WTS,WATTS WATER TECHNOLOGIES INC CLASS,0.001128715,US,Industrials
FN,FABRINET,0.001128585,TH,Information Technology
TRTN,TRITON INTERNATIONAL LTD,0.001127258,BM,Industrials
AXS,AXIS CAPITAL HOLDINGS LTD,0.001121621,BM,Financials
SJI,S JERSEY INDS INC,0.001118449,US,Utilities
UMPQ,UMPQUA HOLDINGS CORP,0.001113467,US,Financials
ZD,ZIFF DAVIS INC,0.001104358,US,Telecommunication Services
EPR,EPR PROPERTIES REIT,0.001100615,US,Real Estate
PNM,PNM RESOURCES INC,0.001099482,US,Utilities
ASO,ACADEMY SPORTS AND OUTDOORS INC,0.001098212,US,Consumer Discretionary
AYX,ALTERYX INC CLASS A,0.00109721,US,Information Technology
NSP,INSPERITY INC,0.001094387,US,Industrials
TENB,TENABLE HOLDINGS INC,0.001094161,US,Information Technology
INDB,INDEPENDENT BANK CORP,0.001092508,US,Financials
TNL,TRAVEL LEISURE,0.001087348,US,Consumer Discretionary
BPMC,BLUEPRINT MEDICINES CORP,0.001084195,US,Health Care
DOC,PHYSICIANS REALTY TRUST REIT,0.00108342,US,Real Estate
VRT,VERTIV HOLDINGS CLASS A,0.001082914,US,Industrials
YETI,YETI HOLDINGS INC,0.00108022,US,Consumer Discretionary
MSM,MSC INDUSTRIAL INC CLASS A,0.001080206,US,Industrials
KEX,KIRBY CORP,0.00107573,US,Industrials
RDN,RADIAN GROUP INC,0.001072864,US,Financials
SR,SPIRE INC,0.001070909,US,Utilities
ATI,ATI INC,0.001068528,US,Materials
WING,WINGSTOP INC,0.001066075,US,Consumer Discretionary
NEWR,NEW RELIC INC,0.001065496,US,Information Technology
HGV,HILTON GRAND VACATIONS INC,0.001064011,US,Consumer Discretionary
ONTO,ONTO INNOVATION INC,0.001058659,US,Information Technology
SLGN,SILGAN HOLDINGS INC,0.001058638,US,Materials
CHH,CHOICE HOTELS INTERNATIONAL INC,0.001058382,US,Consumer Discretionary
RPD,RAPID7 INC,0.00105825,US,Information Technology
MMS,MAXIMUS INC,0.001057545,US,Information Technology
IART,INTEGRA LIFESCIENCES HOLDINGS CORP,0.001057355,US,Health Care
NTNX,NUTANIX INC CLASS A,0.00105569,US,Information Technology
DEN,DENBURY INC,0.001053301,US,Energy
MLI,MUELLER INDUSTRIES INC,0.001050679,US,Industrials
ZWS,ZURN ELKAY WATER SOLUTIONS CORP,0.001050194,US,Industrials
GBT,GLOBAL BLOOD THERAPEUTICS INC,0.001050117,US,Health Care
AMED,AMEDISYS INC,0.001048691,US,Health Care
DEI,DOUGLAS EMMETT REIT INC,0.001046943,US,Real Estate
ATKR,ATKORE INC,0.001044213,US,Industrials
FLR,FLUOR CORP,0.001038733,US,Industrials
CBU,COMMUNITY BANK SYSTEM INC,0.001035806,US,Financials
VNT,VONTIER CORP,0.001034716,US,Information Technology
HAE,HAEMONETICS CORP,0.001033717,US,Health Care
ETRN,EQUITRANS MIDSTREAM CORP,0.001030692,US,Energy
WTM,WHITE MOUNTAINS INSURANCE GROUP LT,0.001028532,US,Financials
OLLI,OLLIES BARGAIN OUTLET HOLDINGS INC,0.0010276,US,Consumer Discretionary
FIX,COMFORT SYSTEMS USA INC,0.00102633,US,Industrials
JBT,JOHN BEAN TECHNOLOGIES CORP,0.001022808,US,Industrials
UCBI,UNITED COMMUNITY BANKS INC,0.001015436,US,Financials
CELH,CELSIUS HOLDINGS INC,0.001014912,US,Consumer Staples
GVMXX,SSC GOVERNMENT MM GVMXX,0.001006804,US,
BHF,BRIGHTHOUSE FINANCIAL INC,0.00100473,US,Financials
ALSN,ALLISON TRANSMISSION HOLDINGS INC,0.001004725,US,Industrials
TPTX,TURNING POINT THERAPEUTICS INC,0.001002339,US,Health Care
FUL,HB FULLER,0.001001023,US,Materials
SUM,SUMMIT MATERIALS INC CLASS A,0.001000614,US,Materials
DIOD,DIODES INC,0.000996847,US,Information Technology
TDC,TERADATA CORP,0.000991368,US,Information Technology
SXT,SENSIENT TECHNOLOGIES CORP,0.00099055,US,Materials
GATX,GATX CORP,0.000989417,US,Industrials
PK,PARK HOTELS RESORTS INC,0.000988771,US,Real Estate
BL,BLACKLINE INC,0.000987476,US,Information Technology
CVBF,CVB FINANCIAL CORP,0.000987229,US,Financials
CFLT,CONFLUENT INC CLASS A,0.000986944,US,Information Technology
APG,API GROUP CORP,0.000986541,US,Industrials
FELE,FRANKLIN ELECTRIC INC,0.0009863,US,Industrials
PTCT,PTC THERAPEUTICS INC,0.000983125,US,Health Care
HASI,HANNON ARMSTRONG SUSTAINABLE INFRA,0.000981425,US,Financials
HIW,HIGHWOODS PROPERTIES REIT INC,0.00098132,US,Real Estate
SBRA,SABRA HEALTH CARE REIT INC,0.000976468,US,Real Estate
PAG,PENSKE AUTOMOTIVE GROUP VOTING INC,0.000973871,US,Consumer Discretionary
APLE,APPLE HOSPITALITY REIT INC,0.000972663,US,Real Estate
ADNT,ADIENT PLC,0.000972544,IE,Consumer Discretionary
GO,GROCERY OUTLET HOLDING CORP,0.000970147,US,Consumer Staples
SPR,SPIRIT AEROSYSTEMS INC CLASS A,0.000969535,US,Industrials
WEN,WENDYS,0.000968067,US,Consumer Discretionary
ALE,ALLETE INC,0.000961831,US,Utilities
AEIS,ADVANCED ENERGY INDUSTRIES INC,0.000959055,US,Information Technology
ICUI,ICU MEDICAL INC,0.000954443,US,Health Care
VC,VISTEON CORP,0.000951778,US,Consumer Discretionary
KFY,KORN FERRY,0.000951601,US,Industrials
CRC,CALIFORNIA RESOURCES CORP,0.000950056,US,Energy
BNL,BROADSTONE NET LEASE INC,0.000949092,US,Real Estate
SKY,SKYLINE CHAMPION CORP,0.000948856,US,Consumer Discretionary
FTI,TECHNIPFMC PLC,0.000947582,GB,Energy
PACW,PACWEST BANCORP,0.000945772,US,Financials
FHB,FIRST HAWAIIAN INC,0.000944508,US,Financials
VIAV,VIAVI SOLUTIONS INC,0.000941012,US,Information Technology
AGO,ASSURED GUARANTY LTD,0.000938551,BM,Financials
EBC,EASTERN BANKSHARES INC,0.000936182,US,Financials
ALRM,ALARM.COM HOLDINGS INC,0.000933536,US,Information Technology
WK,WORKIVA INC CLASS A,0.000932299,US,Information Technology
LCII,LCI INDUSTRIES,0.000930639,US,Consumer Discretionary
TNDM,TANDEM DIABETES CARE INC,0.000929865,US,Health Care
DBRG,DIGITALBRIDGE GROUP INC CLASS A,0.000925207,US,Real Estate
COOP,MR COOPER GROUP INC,0.000925182,US,Financials
EPRT,ESSENTIAL PROPERTIES REALTY TRUST,0.000922844,US,Real Estate
WD,WALKER & DUNLOP INC,0.000922138,US,Financials
WMG,WARNER MUSIC GROUP CORP CLASS A,0.000921078,US,Telecommunication Services
SMTC,SEMTECH CORP,0.000920924,US,Information Technology
AMBA,AMBARELLA INC,0.000918662,US,Information Technology
PPBI,PACFIC PREMIER BANCORP INC,0.000917448,US,Financials
DOCS,DOXIMITY INC CLASS A,0.000915911,US,Health Care
RARE,ULTRAGENYX PHARMACEUTICAL INC,0.000915537,US,Health Care
TNET,TRINET GROUP INCINARY,0.000914693,US,Industrials
FIBK,FIRST INTERSTATE BANCSYSTEM INC CL,0.000913633,US,Financials
CRI,CARTERS INC,0.000912243,US,Consumer Discretionary
MATX,MATSON INC,0.000911418,US,Industrials
BOH,BANK OF HAWAII CORP,0.000909611,US,Financials
VRNS,VARONIS SYSTEMS INC,0.000909596,US,Information Technology
PCH,POTLATCHDELTIC CORP,0.000909125,US,Real Estate
HI,HILLENBRAND INC,0.000909063,US,Industrials
REZI,RESIDEO TECHNOLOGIES INC,0.000907326,US,Industrials
MGY,MAGNOLIA OIL GAS CORP CLASS A,0.000904808,US,Energy
CATY,CATHAY GENERAL BANCORP,0.000904233,US,Financials
AXNX,AXONICS INC,0.000903527,US,Health Care
RCM,R1 RCM INC,0.0009032,US,Health Care
CWT,CALIFORNIA WATER SERVICE GROUP,0.000901579,US,Utilities
OTTR,OTTER TAIL CORP,0.000901547,US,Utilities
AM,ANTERO MIDSTREAM CORP,0.000899045,US,Energy
DNLI,DENALI THERAPEUTICS INC,0.000898646,US,Health Care
TMHC,TAYLOR MORRISON HOME CORP,0.00089758,US,Consumer Discretionary
LIVN,LIVANOVA PLC,0.000894358,GB,Health Care
BKU,BANKUNITED INC,0.000890964,US,Financials
SFM,SPROUTS FARMERS MARKET INC,0.000889977,US,Consumer Staples
HELE,HELEN OF TROY LTD,0.000889764,BM,Consumer Discretionary
SIG,SIGNET JEWELERS LTD,0.000887687,BM,Consumer Discretionary
BECN,BEACON ROOFING SUPPLY INC,0.000887684,US,Industrials
NSIT,INSIGHT ENTERPRISES INC,0.000886196,US,Information Technology
ABCB,AMERIS BANCORP,0.000883299,US,Financials
WSFS,WSFS FINANCIAL CORP,0.000883191,US,Financials
CNX,CNX RESOURCES CORP,0.000881755,US,Energy
DY,DYCOM INDUSTRIES INC,0.000881216,US,Industrials
AWR,AMERICAN STATES WATER,0.000878762,US,Utilities
AJRD,AEROJET ROCKETDYNE HOLDINGS INC,0.000878478,US,Industrials
ENV,ENVESTNET INC,0.000877006,US,Information Technology
TCBI,TEXAS CAPITAL BANCSHARES INC,0.000874619,US,Financials
CWEN,CLEARWAY ENERGY INC CLASS C,0.000872881,US,Utilities
SI,SILVERGATE CAPITAL CLASS A CORP,0.000872502,US,Financials
HRI,HERC HOLDINGS INC,0.000871944,US,Industrials
ASB,ASSOCIATED BANCORP,0.00086891,US,Financials
SLG,SL GREEN REALTY REIT CORP,0.000865632,US,Real Estate
AVA,AVISTA CORP,0.000862575,US,Utilities
SFNC,SIMMONS FIRST NATIONAL CORP CLASS,0.00086219,US,Financials
GPI,GROUP  AUTOMOTIVE INC,0.000862169,US,Consumer Discretionary
PBF,PBF ENERGY INC CLASS A,0.000861524,US,Energy
FHI,FEDERATED HERMES INC CLASS B,0.000859148,US,Financials
MTH,MERITAGE CORP,0.000857551,US,Consumer Discretionary
MMSI,MERIT MEDICAL SYSTEMS INC,0.000857248,US,Health Care
CHPT,CHARGEPOINT HOLDINGS INC CLASS A,0.000856247,US,Industrials
VRNT,VERINT SYSTEMS INC,0.000853793,US,Information Technology
LXP,LXP INDUSTRIAL TRUST,0.000852887,US,Real Estate
FCFS,FIRSTCASH HOLDINGS INC,0.000852813,US,Financials
PGNY,PROGYNY INC,0.000852508,US,Health Care
MSTR,MICROSTRATEGY INC CLASS A,0.000849328,US,Information Technology
FBP,FIRST BANCORP,0.00084899,PR,Financials
TWNK,HOSTESS BRANDS INC CLASS A,0.000845046,US,Consumer Staples
ABM,ABM INDUSTRIES INC,0.000843031,US,Industrials
WWE,WORLD WRESTLING ENTERTAINMENT INC,0.000840831,US,Telecommunication Services
INSM,INSMED INC,0.000837913,US,Health Care
CALX,CALIX NETWORKS INC,0.000837287,US,Information Technology
EQC,EQUITY COMMONWEALTH REIT,0.000831218,US,Real Estate
AEL,AMERICAN EQUITY INVESTMENT LIFE HO,0.000831034,US,Financials
ACA,ARCOSA INC,0.000829719,US,Industrials
OFC,CORPORATE OFFICE PROPERTIES TRUST,0.000824197,US,Real Estate
VAL,VALARIS LTD,0.000823555,BM,Energy
